% ARFF file Created by Marsyas (ArffFileSink)
@relation result/result.arff
@attribute Chroma_0 real
@attribute Chroma_1 real
@attribute Chroma_2 real
@attribute Chroma_3 real
@attribute Chroma_4 real
@attribute Chroma_5 real
@attribute Chroma_6 real
@attribute Chroma_7 real
@attribute Chroma_8 real
@attribute Chroma_9 real
@attribute Chroma_10 real
@attribute Chroma_11 real

@data
-871.377260,-151.389291,-2938.347412,-415.249612,-47.708867,205.896153,41.164298,535.441424,-24.334532,214.595543,76.740892,0.084895
1833.951723,-37.453915,1528.924019,153.208040,-105.391979,-106.867397,-190.427385,-345.333872,89.733124,-242.002790,-99.882161,-22.602282
-807.867841,270.125363,976.431493,112.613409,120.338677,120.381473,95.865412,-5.676110,-26.334558,257.333340,94.137824,58.818618
-370.718691,-218.523952,-2380.926748,-446.345555,-141.647789,45.271024,-166.798763,355.100419,-194.078441,-213.560811,-55.581495,-15.796413
1489.367072,218.758759,1519.533902,600.228768,65.082919,47.837847,-42.693708,-309.238510,337.117972,29.092496,-13.565246,55.235289
-1057.008766,-141.590242,952.942152,-346.498431,-99.596658,-120.048721,35.570896,-10.981398,-231.760284,-11.552013,79.631093,43.701779
-78.620593,93.945573,-2700.834664,54.232756,188.430212,-66.174581,-266.936967,250.356539,189.676228,-278.315296,-83.486654,-10.736507
1068.347280,-44.322594,2185.258463,302.319268,-130.820392,-84.173322,237.919353,-422.346041,-253.885677,221.179651,47.327359,15.546473
-1414.405565,83.770562,141.347228,-486.232060,-156.427716,37.179896,-361.949893,332.192755,242.794505,-256.331626,-59.090712,-35.526120
517.243379,-134.323660,-2333.166692,447.606616,218.708244,-45.702724,274.230898,-52.206636,-140.726670,132.726588,105.082898,5.260740
